Mixed array																
2.5																
11																
0																
"Type of measurement (0=app. resistivity,1=resistance)"																
1																
4067																
1																
1																
Chargeability																
msec																
"0.1,  1.0"	C1		C2		P1		P2				a	b	m	n		
4	65	0	107.5	0	122.5	0	125	0	-0.01197469	0	27	44	50	51		
4	65	0	107.5	0	125	0	127.5	0	-0.04941549	0	27	44	51	52		
4	65	0	107.5	0	127.5	0	130	0	-0.02524363	0	27	44	52	53		
4	65	0	107.5	0	130	0	132.5	0	-0.07959897	0	27	44	53	54		
4	65	0	107.5	0	132.5	0	135	0	-0.01401207	0	27	44	54	55		
4	65	0	107.5	0	135	0	137.5	0	-0.04466876	0	27	44	55	56		
4	65	0	107.5	0	147.5	0	150	0	-0.03115474	0	27	44	60	61		
4	65	0	107.5	0	150	0	152.5	0	-0.02702803	0	27	44	61	62		
4	67.5	0	110	0	0	0	2.5	0	-0.00904401	0	28	45	1	2		
4	67.5	0	110	0	5	0	7.5	0	-0.01048732	0	28	45	3	4		
4	67.5	0	110	0	7.5	0	10	0	-0.02498538	0	28	45	4	5		
4	67.5	0	110	0	12.5	0	15	0	-0.03817969	0	28	45	6	7		
4	67.5	0	110	0	15	0	17.5	0	-0.00319062	0	28	45	7	8		
4	67.5	0	110	0	20	0	22.5	0	-0.03004837	0	28	45	9	10		
4	67.5	0	110	0	25	0	27.5	0	-0.01597315	0	28	45	11	12		
4	67.5	0	110	0	27.5	0	30	0	-0.03320998	0	28	45	12	13		
4	67.5	0	110	0	30	0	32.5	0	-0.01074849	0	28	45	13	14		
4	67.5	0	110	0	35	0	37.5	0	-0.05754314	0	28	45	15	16		
4	67.5	0	110	0	37.5	0	40	0	-0.30428171	44.98231888	28	45	16	17		
4	67.5	0	110	0	40	0	42.5	0	-0.1949085	13.85181046	28	45	17	18		
4	67.5	0	110	0	70	0	72.5	0	0.08132911	0	28	45	29	30		
4	67.5	0	110	0	72.5	0	75	0	0.03266209	0	28	45	30	31		
4	67.5	0	110	0	80	0	82.5	0	0.1724477	23.44218063	28	45	33	34		
4	67.5	0	110	0	100	0	102.5	0	0.2091053	25.61259079	28	45	41	42		
4	67.5	0	110	0	102.5	0	105	0	0.4285025	25.87894058	28	45	42	43		
4	67.5	0	110	0	112.5	0	115	0	-1.34222806	20.05323982	28	45	46	47		
4	67.5	0	110	0	115	0	117.5	0	-0.3284179	21.63101959	28	45	47	48		
4	67.5	0	110	0	117.5	0	120	0	-0.16003001	37.87554932	28	45	48	49		
4	67.5	0	110	0	120	0	122.5	0	-0.08367129	0	28	45	49	50		
4	67.5	0	110	0	122.5	0	125	0	-0.0869538	22.46556091	28	45	50	51		
4	67.5	0	110	0	125	0	127.5	0	-0.05769376	0	28	45	51	52		
4	67.5	0	110	0	127.5	0	130	0	-0.05378804	0	28	45	52	53		
4	67.5	0	110	0	130	0	132.5	0	-0.03585547	0	28	45	53	54		
4	67.5	0	110	0	132.5	0	135	0	-0.04024551	0	28	45	54	55		
4	67.5	0	110	0	135	0	137.5	0	-0.03278369	0	28	45	55	56		
4	70	0	112.5	0	2.5	0	5	0	-0.01821328	0	29	46	2	3		
4	70	0	112.5	0	10	0	12.5	0	-0.05758533	0	29	46	5	6		
4	70	0	112.5	0	15	0	17.5	0	-0.00797599	0	29	46	7	8		
4	70	0	112.5	0	17.5	0	20	0	-0.02268871	0	29	46	8	9		
4	70	0	112.5	0	22.5	0	25	0	-0.03441961	0	29	46	10	11		
4	70	0	112.5	0	30	0	32.5	0	-0.0072114	0	29	46	13	14		
4	70	0	112.5	0	32.5	0	35	0	-0.05474498	0	29	46	14	15		
4	70	0	112.5	0	37.5	0	40	0	-0.1277349	14.38973999	29	46	16	17		
4	70	0	112.5	0	40	0	42.5	0	-0.2389984	36.39192963	29	46	17	18		
4	70	0	112.5	0	45	0	47.5	0	-0.1375826	24.47787094	29	46	19	20		
4	70	0	112.5	0	80	0	82.5	0	0.14171711	52.18513107	29	46	33	34		
4	70	0	112.5	0	100	0	102.5	0	0.14192121	48.54589081	29	46	41	42		
4	70	0	112.5	0	102.5	0	105	0	0.26518539	46.32477951	29	46	42	43		
4	70	0	112.5	0	105	0	107.5	0	0.42656529	55.90380096	29	46	43	44		
4	70	0	112.5	0	115	0	117.5	0	-1.00453997	57.17647934	29	46	47	48		
4	70	0	112.5	0	117.5	0	120	0	-0.2655935	42.89876175	29	46	48	49		
4	70	0	112.5	0	120	0	122.5	0	-0.1530761	43.47042084	29	46	49	50		
4	70	0	112.5	0	122.5	0	125	0	-0.06571361	0	29	46	50	51		
4	70	0	112.5	0	125	0	127.5	0	-0.0850015	0	29	46	51	52		
4	70	0	112.5	0	127.5	0	130	0	-0.08093503	0	29	46	52	53		
4	70	0	112.5	0	130	0	132.5	0	-0.07370662	0	29	46	53	54		
4	70	0	112.5	0	132.5	0	135	0	-0.03143084	0	29	46	54	55		
4	70	0	112.5	0	135	0	137.5	0	-0.05702097	0	29	46	55	56		
4	70	0	112.5	0	147.5	0	150	0	-0.03061368	0	29	46	60	61		
4	70	0	112.5	0	150	0	152.5	0	-0.02475983	0	29	46	61	62		
4	77.5	0	120	0	122.5	0	125	0	-0.67046511	24.07564926	32	49	50	51		
4	35	0	82.5	0	47.5	0	50	0	0.2203811	41.62794113	15	34	20	21		
4	35	0	82.5	0	100	0	102.5	0	-0.05088107	0	15	34	41	42		
4	35	0	82.5	0	102.5	0	105	0	-0.05421735	0	15	34	42	43		
4	35	0	82.5	0	105	0	107.5	0	-0.02677578	0	15	34	43	44		
4	35	0	82.5	0	107.5	0	110	0	-0.05338152	0	15	34	44	45		
4	35	0	82.5	0	112.5	0	115	0	-0.03730602	0	15	34	46	47		
4	35	0	82.5	0	115	0	117.5	0	-0.00374718	0	15	34	47	48		
4	35	0	82.5	0	117.5	0	120	0	-0.01753158	0	15	34	48	49		
4	35	0	82.5	0	120	0	122.5	0	-0.00546084	0	15	34	49	50		
4	35	0	82.5	0	122.5	0	125	0	-0.02357376	0	15	34	50	51		
4	35	0	82.5	0	125	0	127.5	0	-0.00583945	0	15	34	51	52		
4	35	0	82.5	0	127.5	0	130	0	-0.00465459	0	15	34	52	53		
4	35	0	82.5	0	130	0	132.5	0	-0.00552932	0	15	34	53	54		
4	35	0	82.5	0	132.5	0	135	0	-0.01703546	0	15	34	54	55		
4	35	0	82.5	0	135	0	137.5	0	-0.00825196	0	15	34	55	56		
4	55	0	102.5	0	2.5	0	5	0	-0.02469656	0	23	42	2	3		
4	55	0	102.5	0	10	0	12.5	0	-0.08635302	0	23	42	5	6		
4	55	0	102.5	0	15	0	17.5	0	-0.01895102	0	23	42	7	8		
4	55	0	102.5	0	17.5	0	20	0	-0.01097783	0	23	42	8	9		
4	55	0	102.5	0	22.5	0	25	0	-0.05976741	0	23	42	10	11		
4	55	0	102.5	0	27.5	0	30	0	-0.00493765	0	23	42	12	13		
4	55	0	102.5	0	30	0	32.5	0	-0.02135331	0	23	42	13	14		
4	55	0	102.5	0	32.5	0	35	0	-0.1026879	0	23	42	14	15		
4	55	0	102.5	0	37.5	0	40	0	-0.94441211	61.97208023	23	42	16	17		
4	55	0	102.5	0	62.5	0	65	0	0.1880192	23.58674049	23	42	26	27		
4	55	0	102.5	0	77.5	0	80	0	0.5684486	44.9221611	23	42	32	33		
4	55	0	102.5	0	80	0	82.5	0	0.01628497	0	23	42	33	34		
4	55	0	102.5	0	105	0	107.5	0	-1.04767394	52.79243088	23	42	43	44		
4	55	0	102.5	0	107.5	0	110	0	-0.3435789	50.29444885	23	42	44	45		
4	55	0	102.5	0	110	0	112.5	0	-0.2772533	37.09970856	23	42	45	46		
4	55	0	102.5	0	112.5	0	115	0	-0.0696736	0	23	42	46	47		
4	55	0	102.5	0	115	0	117.5	0	-0.08914975	0	23	42	47	48		
4	55	0	102.5	0	117.5	0	120	0	-0.033063	0	23	42	48	49		
4	55	0	102.5	0	120	0	122.5	0	-0.06957499	0	23	42	49	50		
4	55	0	102.5	0	125	0	127.5	0	-0.05128216	0	23	42	51	52		
4	55	0	102.5	0	127.5	0	130	0	-0.00783893	0	23	42	52	53		
4	55	0	102.5	0	130	0	132.5	0	-0.06421201	0	23	42	53	54		
4	55	0	102.5	0	132.5	0	135	0	-0.01482008	0	23	42	54	55		
4	55	0	102.5	0	135	0	137.5	0	-0.01210413	0	23	42	55	56		
4	55	0	102.5	0	147.5	0	150	0	-0.03384594	0	23	42	60	61		
4	55	0	102.5	0	150	0	152.5	0	-0.0300334	0	23	42	61	62		
4	70	0	117.5	0	2.5	0	5	0	-0.01404557	0	29	48	2	3		
4	70	0	117.5	0	10	0	12.5	0	-0.04277886	0	29	48	5	6		
4	70	0	117.5	0	15	0	17.5	0	-0.00788458	0	29	48	7	8		
4	70	0	117.5	0	17.5	0	20	0	-0.0158757	0	29	48	8	9		
4	70	0	117.5	0	22.5	0	25	0	-0.02958414	0	29	48	10	11		
4	70	0	117.5	0	30	0	32.5	0	-0.00699943	0	29	48	13	14		
4	70	0	117.5	0	32.5	0	35	0	-0.04558827	0	29	48	14	15		
4	70	0	117.5	0	37.5	0	40	0	-0.2282325	34.14775848	29	48	16	17		
4	70	0	117.5	0	40	0	42.5	0	-0.1414386	69.57946777	29	48	17	18		
4	70	0	117.5	0	42.5	0	45	0	-0.00765764	0	29	48	18	19		
4	70	0	117.5	0	45	0	47.5	0	-0.14007699	57.77516937	29	48	19	20		
4	70	0	117.5	0	80	0	82.5	0	0.1427696	63.6600914	29	48	33	34		
4	70	0	117.5	0	100	0	102.5	0	0.07990753	0	29	48	41	42		
4	70	0	117.5	0	102.5	0	105	0	0.12725	55.82402039	29	48	42	43		
4	70	0	117.5	0	105	0	107.5	0	0.1296245	74.94013214	29	48	43	44		
4	70	0	117.5	0	107.5	0	110	0	0.215442	64.47843933	29	48	44	45		
4	70	0	117.5	0	110	0	112.5	0	0.28689	80.23197174	29	48	45	46		
4	70	0	117.5	0	120	0	122.5	0	-0.76060182	82.21544647	29	48	49	50		
4	70	0	117.5	0	122.5	0	125	0	-0.2440965	77.31236267	29	48	50	51		
4	70	0	117.5	0	125	0	127.5	0	-0.18420219	68.03391266	29	48	51	52		
4	70	0	117.5	0	127.5	0	130	0	-0.1553704	86.43850708	29	48	52	53		
4	70	0	117.5	0	130	0	132.5	0	-0.1175689	173.8746948	29	48	53	54		
4	70	0	117.5	0	132.5	0	135	0	-0.06448498	0	29	48	54	55		
4	70	0	117.5	0	135	0	137.5	0	-0.0812721	0	29	48	55	56		
4	70	0	117.5	0	147.5	0	150	0	-0.03020878	0	29	48	60	61		
4	70	0	117.5	0	150	0	152.5	0	-0.0252686	0	29	48	61	62		
4	75	0	122.5	0	0	0	2.5	0	-0.00935119	0	31	50	1	2		
4	75	0	122.5	0	5	0	7.5	0	-0.009881	0	31	50	3	4		
4	75	0	122.5	0	7.5	0	10	0	-0.00262428	0	31	50	4	5		
4	75	0	122.5	0	12.5	0	15	0	-0.04071308	0	31	50	6	7		
4	75	0	122.5	0	15	0	17.5	0	-0.00173327	0	31	50	7	8		
4	75	0	122.5	0	20	0	22.5	0	-0.03021516	0	31	50	9	10		
4	75	0	122.5	0	25	0	27.5	0	-0.01568574	0	31	50	11	12		
4	75	0	122.5	0	27.5	0	30	0	-0.03541098	0	31	50	12	13		
4	75	0	122.5	0	30	0	32.5	0	-0.00728309	0	31	50	13	14		
4	75	0	122.5	0	35	0	37.5	0	-0.06133012	0	31	50	15	16		
4	75	0	122.5	0	37.5	0	40	0	-0.12693951	77.99214172	31	50	16	17		
4	75	0	122.5	0	40	0	42.5	0	-0.1946169	30.31263924	31	50	17	18		
4	75	0	122.5	0	57.5	0	60	0	-0.3360531	9.05263329	31	50	24	25		
4	75	0	122.5	0	80	0	82.5	0	0.4347032	27.64620018	31	50	33	34		
4	75	0	122.5	0	100	0	102.5	0	0.06448022	0	31	50	41	42		
4	75	0	122.5	0	102.5	0	105	0	0.06524096	0	31	50	42	43		
4	75	0	122.5	0	105	0	107.5	0	0.1171496	19.68110085	31	50	43	44		
4	75	0	122.5	0	107.5	0	110	0	0.08050478	0	31	50	44	45		
4	75	0	122.5	0	110	0	112.5	0	0.2092135	19.24386978	31	50	45	46		
4	75	0	122.5	0	112.5	0	115	0	0.1672938	35.26343918	31	50	46	47		
4	75	0	122.5	0	115	0	117.5	0	0.35359591	27.15571022	31	50	47	48		
4	75	0	122.5	0	125	0	127.5	0	-0.71805418	21.56369972	31	50	51	52		
4	75	0	122.5	0	127.5	0	130	0	-0.35454369	11.78672028	31	50	52	53		
4	75	0	122.5	0	130	0	132.5	0	-0.19256639	204.7590942	31	50	53	54		
4	75	0	122.5	0	132.5	0	135	0	-0.1575734	99	31	50	54	55		
4	75	0	122.5	0	135	0	137.5	0	-0.1173406	12.35251045	31	50	55	56		
4	75	0	122.5	0	147.5	0	150	0	-0.00405549	0	31	50	60	61		
4	75	0	122.5	0	150	0	152.5	0	-0.00850333	0	31	50	61	62		
4	80	0	127.5	0	0	0	2.5	0	-0.01397253	0	33	52	1	2		
4	80	0	127.5	0	5	0	7.5	0	-0.01443112	0	33	52	3	4		
4	80	0	127.5	0	12.5	0	15	0	-0.06551921	0	33	52	6	7		
4	80	0	127.5	0	20	0	22.5	0	-0.04760122	0	33	52	9	10		
4	80	0	127.5	0	25	0	27.5	0	-0.02168951	0	33	52	11	12		
4	80	0	127.5	0	27.5	0	30	0	-0.05240852	0	33	52	12	13		
4	80	0	127.5	0	30	0	32.5	0	-0.0051631	0	33	52	13	14		
4	80	0	127.5	0	35	0	37.5	0	-0.09186844	0	33	52	15	16		
4	80	0	127.5	0	37.5	0	40	0	-0.06487218	0	33	52	16	17		
4	80	0	127.5	0	40	0	42.5	0	-0.52668792	28.78318977	33	52	17	18		
4	80	0	127.5	0	42.5	0	45	0	-0.1051663	0	33	52	18	19		
4	80	0	127.5	0	47.5	0	50	0	-0.5153417	28.10893059	33	52	20	21		
4	80	0	127.5	0	52.5	0	55	0	-0.49078861	21.19202995	33	52	22	23		
4	80	0	127.5	0	60	0	62.5	0	-0.02846032	0	33	52	25	26		
4	80	0	127.5	0	62.5	0	65	0	-0.1714814	19.98225021	33	52	26	27		
4	80	0	127.5	0	67.5	0	70	0	-0.0034223	0	33	52	28	29		
4	80	0	127.5	0	72.5	0	75	0	-0.36564201	37.07307816	33	52	30	31		
4	80	0	127.5	0	100	0	102.5	0	0.06444785	0	33	52	41	42		
4	80	0	127.5	0	102.5	0	105	0	0.04580376	0	33	52	42	43		
4	80	0	127.5	0	105	0	107.5	0	0.1152592	0	33	52	43	44		
4	80	0	127.5	0	107.5	0	110	0	0.02554009	0	33	52	44	45		
4	80	0	127.5	0	110	0	112.5	0	0.206055	15.52301025	33	52	45	46		
4	80	0	127.5	0	112.5	0	115	0	0.05209357	0	33	52	46	47		
4	80	0	127.5	0	115	0	117.5	0	0.20083781	35.2665596	33	52	47	48		
4	80	0	127.5	0	117.5	0	120	0	0.1193483	0	33	52	48	49		
4	80	0	127.5	0	120	0	122.5	0	0.33751899	23.84421921	33	52	49	50		
4	80	0	127.5	0	130	0	132.5	0	-1.07402599	75.80442047	33	52	53	54		
4	80	0	127.5	0	132.5	0	135	0	-0.43271881	92.09171295	33	52	54	55		
4	80	0	127.5	0	135	0	137.5	0	-0.31978291	15.49351978	33	52	55	56		
4	80	0	127.5	0	147.5	0	150	0	-0.04872793	0	33	52	60	61		
4	80	0	127.5	0	150	0	152.5	0	-0.00722413	0	33	52	61	62		
4	7.5	0	60	0	0	0	2.5	0	-0.14090499	0	4	25	1	2		
4	7.5	0	60	0	10	0	12.5	0	0.52368432	63.4973793	4	25	5	6		
4	7.5	0	60	0	12.5	0	15	0	0.33684579	26.48778915	4	25	6	7		
4	7.5	0	60	0	15	0	17.5	0	0.16141111	0	4	25	7	8		
4	7.5	0	60	0	17.5	0	20	0	0.0753889	0	4	25	8	9		
4	7.5	0	60	0	20	0	22.5	0	0.1473472	0	4	25	9	10		
4	7.5	0	60	0	22.5	0	25	0	0.0098089	0	4	25	10	11		
4	7.5	0	60	0	25	0	27.5	0	0.07872695	0	4	25	11	12		
4	7.5	0	60	0	27.5	0	30	0	0.12554049	0	4	25	12	13		
4	7.5	0	60	0	30	0	32.5	0	0.0677319	0	4	25	13	14		
4	7.5	0	60	0	35	0	37.5	0	0.17388169	0	4	25	15	16		
4	7.5	0	60	0	62.5	0	65	0	-0.50099599	48.88722992	4	25	26	27		
4	7.5	0	60	0	65	0	67.5	0	-0.1335794	0	4	25	27	28		
4	7.5	0	60	0	67.5	0	70	0	-0.33913901	40.59770966	4	25	28	29		
4	7.5	0	60	0	80	0	82.5	0	-0.12539241	0	4	25	33	34		
4	7.5	0	60	0	105	0	107.5	0	-0.08027989	0	4	25	43	44		
4	7.5	0	60	0	110	0	112.5	0	-0.07224938	0	4	25	45	46		
4	7.5	0	60	0	115	0	117.5	0	-0.07483873	0	4	25	47	48		
4	7.5	0	60	0	117.5	0	120	0	-0.05104162	0	4	25	48	49		
4	7.5	0	60	0	122.5	0	125	0	-0.02683063	0	4	25	50	51		
4	7.5	0	60	0	125	0	127.5	0	-0.01225019	0	4	25	51	52		
4	7.5	0	60	0	130	0	132.5	0	-0.14545611	0	4	25	53	54		
4	7.5	0	60	0	135	0	137.5	0	-0.02476285	0	4	25	55	56		
4	7.5	0	60	0	147.5	0	150	0	-0.06021623	0	4	25	60	61		
4	7.5	0	60	0	150	0	152.5	0	-0.02435905	0	4	25	61	62		
4	17.5	0	70	0	0	0	2.5	0	-0.02807699	0	8	29	1	2		
4	17.5	0	70	0	2.5	0	5	0	-0.06935918	0	8	29	2	3		
4	17.5	0	70	0	5	0	7.5	0	-0.0789796	0	8	29	3	4		
4	17.5	0	70	0	7.5	0	10	0	-0.1259608	210.8146057	8	29	4	5		
4	17.5	0	70	0	10	0	12.5	0	-0.2749266	99	8	29	5	6		
4	17.5	0	70	0	20	0	22.5	0	0.90928268	31.45813942	8	29	9	10		
4	17.5	0	70	0	22.5	0	25	0	0.3094129	39.83224869	8	29	10	11		
4	17.5	0	70	0	25	0	27.5	0	0.191836	35.33683014	8	29	11	12		
4	17.5	0	70	0	27.5	0	30	0	0.16799399	35.0519104	8	29	12	13		
4	17.5	0	70	0	30	0	32.5	0	0.1062233	0	8	29	13	14		
4	17.5	0	70	0	32.5	0	35	0	0.03363264	0	8	29	14	15		
4	17.5	0	70	0	35	0	37.5	0	0.13655791	10.62714958	8	29	15	16		
4	17.5	0	70	0	37.5	0	40	0	0.432933	58.17477036	8	29	16	17		
4	17.5	0	70	0	40	0	42.5	0	0.29341921	41.76966858	8	29	17	18		
4	17.5	0	70	0	45	0	47.5	0	0.05947147	0	8	29	19	20		
4	17.5	0	70	0	52.5	0	55	0	0.02829803	0	8	29	22	23		
4	17.5	0	70	0	80	0	82.5	0	-0.1874022	31.45286942	8	29	33	34		
4	17.5	0	70	0	100	0	102.5	0	-0.01550533	0	8	29	41	42		
4	17.5	0	70	0	105	0	107.5	0	-0.04777102	0	8	29	43	44		
4	17.5	0	70	0	110	0	112.5	0	-0.07957336	0	8	29	45	46		
4	17.5	0	70	0	115	0	117.5	0	-0.04677495	0	8	29	47	48		
4	17.5	0	70	0	120	0	122.5	0	-0.01780176	0	8	29	49	50		
4	17.5	0	70	0	125	0	127.5	0	-0.00887129	0	8	29	51	52		
4	17.5	0	70	0	127.5	0	130	0	-0.01706835	0	8	29	52	53		
4	17.5	0	70	0	130	0	132.5	0	-0.01357329	0	8	29	53	54		
4	17.5	0	70	0	135	0	137.5	0	-0.01835206	0	8	29	55	56		
4	17.5	0	70	0	147.5	0	150	0	-0.0295244	0	8	29	60	61		
4	17.5	0	70	0	150	0	152.5	0	-0.0183909	0	8	29	61	62		
4	52.5	0	105	0	0	0	2.5	0	-0.01478686	0	22	43	1	2		
4	52.5	0	105	0	5	0	7.5	0	-0.0191286	0	22	43	3	4		
4	52.5	0	105	0	7.5	0	10	0	-0.04979399	0	22	43	4	5		
4	52.5	0	105	0	12.5	0	15	0	-0.06262516	0	22	43	6	7		
4	52.5	0	105	0	15	0	17.5	0	-0.01406811	0	22	43	7	8		
4	52.5	0	105	0	17.5	0	20	0	-0.00489245	0	22	43	8	9		
4	52.5	0	105	0	20	0	22.5	0	-0.05346794	0	22	43	9	10		
4	52.5	0	105	0	25	0	27.5	0	-0.03121502	0	22	43	11	12		
4	52.5	0	105	0	27.5	0	30	0	-0.06529417	0	22	43	12	13		
4	52.5	0	105	0	30	0	32.5	0	-0.05909757	0	22	43	13	14		
4	52.5	0	105	0	35	0	37.5	0	-0.1548923	0.41825601	22	43	15	16		
4	52.5	0	105	0	65	0	67.5	0	0.1261555	0	22	43	27	28		
4	52.5	0	105	0	75	0	77.5	0	0.58527559	13.77200985	22	43	31	32		
4	52.5	0	105	0	77.5	0	80	0	0.31796509	41.15457153	22	43	32	33		
4	52.5	0	105	0	80	0	82.5	0	0.1068622	0	22	43	33	34		
4	52.5	0	105	0	107.5	0	110	0	-1.10838795	21.33474922	22	43	44	45		
4	52.5	0	105	0	110	0	112.5	0	-0.33840221	27.30374908	22	43	45	46		
4	52.5	0	105	0	112.5	0	115	0	-0.2862677	17.09477043	22	43	46	47		
4	52.5	0	105	0	115	0	117.5	0	-0.06751329	0	22	43	47	48		
4	52.5	0	105	0	117.5	0	120	0	-0.07903489	0	22	43	48	49		
4	52.5	0	105	0	120	0	122.5	0	-0.03145676	0	22	43	49	50		
4	52.5	0	105	0	122.5	0	125	0	-0.07562004	0	22	43	50	51		
4	52.5	0	105	0	125	0	127.5	0	-0.03045616	0	22	43	51	52		
4	52.5	0	105	0	127.5	0	130	0	-0.02298901	0	22	43	52	53		
4	52.5	0	105	0	132.5	0	135	0	-0.05379967	0	22	43	54	55		
4	52.5	0	105	0	135	0	137.5	0	-0.01814751	0	22	43	55	56		
4	55	0	107.5	0	2.5	0	5	0	-0.02395577	0	23	44	2	3		
4	55	0	107.5	0	10	0	12.5	0	-0.08214056	0	23	44	5	6		
4	55	0	107.5	0	15	0	17.5	0	-0.01763963	0	23	44	7	8		
4	55	0	107.5	0	17.5	0	20	0	-0.03210011	0	23	44	8	9		
4	55	0	107.5	0	22.5	0	25	0	-0.05297469	0	23	44	10	11		
4	55	0	107.5	0	25	0	27.5	0	-0.0043091	0	23	44	11	12		
4	55	0	107.5	0	30	0	32.5	0	-0.04587943	0	23	44	13	14		
4	55	0	107.5	0	32.5	0	35	0	-0.09386614	0	23	44	14	15		
4	55	0	107.5	0	35	0	37.5	0	-0.00515998	0	23	44	15	16		
4	55	0	107.5	0	37.5	0	40	0	-0.61361092	93.4466095	23	44	16	17		
4	55	0	107.5	0	62.5	0	65	0	0.19470111	20.31007004	23	44	26	27		
4	55	0	107.5	0	77.5	0	80	0	0.61431372	57.48046112	23	44	32	33		
4	55	0	107.5	0	80	0	82.5	0	0.01631033	0	23	44	33	34		
4	55	0	107.5	0	100	0	102.5	0	0.36423561	71.62769318	23	44	41	42		
4	55	0	107.5	0	110	0	112.5	0	-1.27716303	75.17812347	23	44	45	46		
4	55	0	107.5	0	112.5	0	115	0	-0.41585711	76.65705109	23	44	46	47		
4	55	0	107.5	0	115	0	117.5	0	-0.2259184	66.73493195	23	44	47	48		
4	55	0	107.5	0	117.5	0	120	0	-0.07858211	0	23	44	48	49		
4	55	0	107.5	0	120	0	122.5	0	-0.07452133	0	23	44	49	50		
4	55	0	107.5	0	122.5	0	125	0	-0.01626249	0	23	44	50	51		
4	55	0	107.5	0	125	0	127.5	0	-0.04923855	0	23	44	51	52		
4	55	0	107.5	0	127.5	0	130	0	-0.05891266	0	23	44	52	53		
4	55	0	107.5	0	130	0	132.5	0	-0.03036645	0	23	44	53	54		
4	55	0	107.5	0	132.5	0	135	0	-0.03262636	0	23	44	54	55		
4	55	0	107.5	0	135	0	137.5	0	-0.04404895	0	23	44	55	56		
4	55	0	107.5	0	147.5	0	150	0	-0.03247714	0	23	44	60	61		
4	55	0	107.5	0	150	0	152.5	0	-0.02763952	0	23	44	61	62		
4	60	0	112.5	0	0	0	2.5	0	-0.0109183	0	25	46	1	2		
4	60	0	112.5	0	5	0	7.5	0	-0.01476148	0	25	46	3	4		
4	60	0	112.5	0	10	0	12.5	0	-0.00649483	0	25	46	5	6		
4	60	0	112.5	0	12.5	0	15	0	-0.05120481	0	25	46	6	7		
4	60	0	112.5	0	15	0	17.5	0	-0.0086093	0	25	46	7	8		
4	60	0	112.5	0	20	0	22.5	0	-0.04206717	0	25	46	9	10		
4	60	0	112.5	0	25	0	27.5	0	-0.02431582	0	25	46	11	12		
4	60	0	112.5	0	27.5	0	30	0	-0.04972148	0	25	46	12	13		
4	60	0	112.5	0	30	0	32.5	0	-0.03168274	0	25	46	13	14		
4	60	0	112.5	0	35	0	37.5	0	-0.09266516	0	25	46	15	16		
4	60	0	112.5	0	62.5	0	65	0	0.35091531	17.59538078	25	46	26	27		
4	60	0	112.5	0	65	0	67.5	0	0.3964819	37.43951035	25	46	27	28		
4	60	0	112.5	0	70	0	72.5	0	0.05106112	0	25	46	29	30		
4	60	0	112.5	0	80	0	82.5	0	0.1123862	0	25	46	33	34		
4	60	0	112.5	0	100	0	102.5	0	0.1214553	0	25	46	41	42		
4	60	0	112.5	0	102.5	0	105	0	0.20261741	32.88294983	25	46	42	43		
4	60	0	112.5	0	105	0	107.5	0	0.44931921	27.47908974	25	46	43	44		
4	60	0	112.5	0	115	0	117.5	0	-0.9337278	23.8725605	25	46	47	48		
4	60	0	112.5	0	117.5	0	120	0	-0.29822609	41.50138092	25	46	48	49		
4	60	0	112.5	0	120	0	122.5	0	-0.1345102	0	25	46	49	50		
4	60	0	112.5	0	122.5	0	125	0	-0.127435	0	25	46	50	51		
4	60	0	112.5	0	125	0	127.5	0	-0.0803608	0	25	46	51	52		
4	60	0	112.5	0	127.5	0	130	0	-0.06725398	0	25	46	52	53		
4	60	0	112.5	0	132.5	0	135	0	-0.1109261	0	25	46	54	55		
4	60	0	112.5	0	135	0	137.5	0	-0.040659	0	25	46	55	56		
4	62.5	0	115	0	0	0	2.5	0	-0.01110196	0	26	47	1	2		
4	62.5	0	115	0	5	0	7.5	0	-0.01510765	0	26	47	3	4		
4	62.5	0	115	0	7.5	0	10	0	-0.01579572	0	26	47	4	5		
4	62.5	0	115	0	12.5	0	15	0	-0.0545442	0	26	47	6	7		
4	62.5	0	115	0	15	0	17.5	0	-0.00678205	0	26	47	7	8		
4	62.5	0	115	0	20	0	22.5	0	-0.04326105	0	26	47	9	10		
4	62.5	0	115	0	25	0	27.5	0	-0.02414541	0	26	47	11	12		
4	62.5	0	115	0	27.5	0	30	0	-0.04967269	0	26	47	12	13		
4	62.5	0	115	0	30	0	32.5	0	-0.02893665	0	26	47	13	14		
4	62.5	0	115	0	35	0	37.5	0	-0.09101862	0	26	47	15	16		
4	62.5	0	115	0	80	0	82.5	0	0.1250011	0	26	47	33	34		
4	62.5	0	115	0	100	0	102.5	0	0.08171137	0	26	47	41	42		
4	62.5	0	115	0	102.5	0	105	0	0.1099405	0	26	47	42	43		
4	62.5	0	115	0	105	0	107.5	0	0.22904021	25.4178009	26	47	43	44		
4	62.5	0	115	0	107.5	0	110	0	0.29591689	29.82107925	26	47	44	45		
4	62.5	0	115	0	117.5	0	120	0	-0.93315619	28.96456909	26	47	48	49		
4	62.5	0	115	0	120	0	122.5	0	-0.26639879	29.5070591	26	47	49	50		
4	62.5	0	115	0	122.5	0	125	0	-0.18524019	23.59126091	26	47	50	51		
4	62.5	0	115	0	125	0	127.5	0	-0.1168819	0	26	47	51	52		
4	62.5	0	115	0	127.5	0	130	0	-0.1001997	0	26	47	52	53		
4	62.5	0	115	0	130	0	132.5	0	-0.04980227	0	26	47	53	54		
